类型,代码,名称,价格,涨跌%,成交量,相对量,RSI,SAR,EMA20,50日均线,信号,AI点评
表格,0128,FRONTKN,5.05,2.02,3569500,0.65,53.43,多头,4.982,5.036,,
表格,0375,THMY,2.17,10.15,3530500,1.8,71.16,多头,1.884,1.872,,
表格,5357,SKYECHIP,3.01,0.33,3468000,1.07,49.45,多头,3.013,3.041,,
表格,0259,SNS,0.525,0.96,3369900,0.55,52.8,多头,0.518,0.53,,
表格,5073,NAIM,0.885,0.57,3343400,3.1,72.21,多头,0.814,0.793,,
表格,8524,TALIWRK,0.265,8.16,3341500,1.02,54.05,多头,0.253,0.273,,
表格,0388,SEMICO,0.615,0.82,3299500,1.12,65.06,空头,0.608,0.587,,
表格,1015,AMBANK,6.57,0.0,3227700,0.66,32.11,空头,6.743,6.874,,
表格,3182,GENTING,1.88,0.0,3205600,0.7,34.48,空头,1.963,2.084,,
表格,0032,REDTONE,0.365,-1.35,3198300,2.02,64.2,多头,0.353,0.318,,
表格,5230,TUNEPRO,0.245,-5.77,3183500,5.49,41.43,多头,0.252,0.263,,
表格,0127,JHM,0.53,-0.93,3171100,0.8,58.87,多头,0.512,0.461,,
表格,0245,MNHLDG,4.0,2.56,3161300,0.89,67.9,多头,3.725,3.374,,
表格,9431,SJC,0.48,-2.04,3134000,4.93,44.14,多头,0.49,0.497,,
表格,3557,ECOFIRS,0.33,3.13,3083000,0.97,46.38,空头,0.335,0.342,,
表格,7155,SKPRES,0.36,2.86,3038200,0.42,65.7,多头,0.334,0.318,,
表格,5292,UWC,6.88,5.68,2980600,0.86,58.47,多头,6.558,6.483,,
表格,0459,SUM,0.725,1.4,2959400,0.48,69.25,多头,0.666,0.61,,
表格,0353,WESTRVR,0.4,-2.44,2901700,1.86,67.62,多头,0.368,0.336,,
表格,5162,VSTECS,1.65,5.1,2894200,2.09,50.17,多头,1.635,1.695,,
表格,5211,SUNWAY,4.63,-0.43,2890300,0.58,38.23,多头,4.741,5.008,,
表格,1066,RHBBANK,7.79,-0.51,2889500,0.25,33.33,多头,7.991,8.271,,
表格,5326,99SMART,3.2,0.0,2746400,0.79,34.77,空头,3.31,3.497,,
表格,5286,MI,5.8,-0.17,2722800,0.87,50.35,空头,5.813,5.732,,
表格,0168,BMGREEN,1.67,-3.47,2709600,3.43,51.19,多头,1.648,1.726,,
表格,2852,CMSB,0.98,-1.01,2610900,1.37,43.53,空头,0.997,1.013,,
表格,5263,SUNCON,7.77,2.64,2588200,0.64,51.9,多头,7.655,7.802,,
表格,0267,ECA,0.375,-1.32,2505800,0.76,44.83,空头,0.397,0.371,,
表格,5072,HIAPTEK,0.26,1.96,2498800,1.92,54.48,多头,0.256,0.259,,
表格,4634,POS,0.255,-3.77,2445000,2.72,49.32,多头,0.257,0.252,,
表格,0291,CHB,2.4,5.73,2404100,1.72,68.12,多头,2.197,2.016,,
表格,0381,POLYMER,0.2,2.56,2401100,1.19,54.77,多头,0.196,0.189,,
表格,0337,SET,0.24,-2.04,2343600,1.17,49.36,多头,0.241,0.243,,
表格,3794,MCEMENT,5.52,-2.13,2314000,1.38,37.44,多头,5.719,6.098,,
表格,5272,RANHILL,3.31,0.0,2194100,0.79,77.95,多头,2.906,2.496,,
表格,5176,SUNREIT,2.04,0.0,2184900,0.8,43.8,多头,2.066,2.11,,
表格,0161,HEXIND,0.25,0.0,2173500,2.86,40.87,空头,0.255,0.26,,
表格,0192,INTA,0.42,3.7,2143000,1.19,67.65,多头,0.39,0.379,,
表格,5248,BAUTO,0.93,0.0,2111400,0.92,46.85,空头,0.933,0.954,,
表格,1171,MBSB,0.555,1.83,2099300,0.53,38.99,多头,0.564,0.597,,
表格,0151,KGB,8.99,2.51,2063400,0.65,58.81,多头,8.704,8.552,,
表格,5210,ARMADA,0.35,0.0,2060900,0.3,47.95,空头,0.352,0.35,,
表格,9059,TSH,1.37,-4.2,2025900,0.89,45.69,空头,1.415,1.315,,
表格,5351,EMPIRE,0.85,0.59,2019200,1.28,33.53,空头,0.889,0.952,,
表格,0108,N2N,0.31,0.0,2006000,4.1,46.09,空头,0.315,0.316,,
表格,5054,TRC,0.32,4.92,1985300,2.41,71.23,多头,0.297,0.28,,
表格,0395,OGX,0.44,2.33,1954800,0.62,50.62,多头,0.434,0.453,,
表格,5317,CPETECH,1.29,2.38,1928300,0.47,58.59,空头,1.236,1.133,,
表格,0368,OXB,0.445,-1.11,1919600,0.59,52.35,多头,0.44,0.431,,
表格,5273,CHINHIN,2.07,0.0,1914300,27.91,42.56,空头,2.08,2.091,,
表格,4863,TM,7.94,0.51,1905200,0.44,55.85,空头,7.864,7.792,,
表格,0196,QES,0.595,0.0,1903100,0.58,57.39,多头,0.569,0.574,,
表格,0391,AMBEST,1.4,2.94,1898700,0.59,60.62,空头,1.341,1.138,,
表格,7293,YINSON,2.11,2.43,1874200,0.49,57.6,多头,2.048,1.984,,
表格,0272,TTVHB,0.25,2.04,1859900,0.53,49.72,空头,0.249,0.253,,
表格,5336,CKI,0.345,-2.82,1856300,1.04,28.02,空头,0.387,0.39,,
表格,0246,CNERGEN,0.94,1.62,1812100,1.05,59.78,多头,0.906,0.776,,
表格,0325,NE,1.17,3.54,1806500,0.95,63.98,多头,1.086,1.062,,
表格,5205,SENDAI,0.275,-1.79,1751000,1.1,59.56,多头,0.256,0.27,,
表格,7084,QL,4.01,0.25,1735900,1.03,56.45,多头,3.925,3.926,,
表格,0268,L&PBHD,0.205,-2.38,1726800,0.64,69.84,多头,0.184,0.154,,
表格,0399,AMS,0.455,1.11,1714700,0.71,51.71,多头,0.45,0.457,,
表格,2488,ABMB,4.79,-0.42,1709300,1.19,41.79,空头,4.865,4.838,,
表格,5309,ITMAX,4.53,2.26,1678900,0.86,56.03,空头,4.424,4.491,,
表格,6139,TAKAFUL,3.0,-1.64,1642500,1.59,35.63,空头,3.08,3.156,,
表格,5202,MSM,0.62,-1.59,1616900,4.15,38.55,空头,0.648,0.652,,
表格,0303,ALPHA,0.245,2.08,1610400,0.76,44.33,多头,0.248,0.261,,
表格,7233,DUFU,2.92,2.1,1586400,0.51,59.69,多头,2.78,2.673,,
表格,0239,ECOMATE,0.865,0.0,1570600,0.51,59.03,空头,0.859,0.856,,
表格,0240,CORAZA,1.09,-1.8,1561100,0.59,46.5,多头,1.103,1.12,,
表格,5236,MATRIX,1.12,-0.88,1551300,1.22,35.26,空头,1.152,1.186,,
表格,5225,IHH,8.03,-0.37,1543700,0.37,52.14,多头,7.943,8.162,,
表格,7241,NGGB,0.72,0.7,1516900,0.42,55.83,多头,0.707,0.714,,
表格,8206,ECOWLD,1.97,1.55,1495900,0.82,49.07,多头,1.963,2.026,,
表格,0366,ICENTS,0.885,1.14,1492400,0.4,66.67,多头,0.822,0.727,,
表格,7081,PHARMA,1.07,0.0,1483600,0.65,33.09,空头,1.12,1.153,,
表格,0112,MIKROMB,0.65,0.0,1456100,0.43,70.55,多头,0.633,0.589,,
表格,0359,HKB,0.63,-1.56,1447900,1.12,52.97,多头,0.627,0.604,,
表格,0097,VITROX,9.91,0.3,1439200,0.42,65.65,多头,9.499,9.01,,
表格,0328,3REN,0.385,0.0,1380500,0.97,48.11,多头,0.387,0.394,,
表格,9679,WCT,0.37,1.37,1334600,0.28,42.28,空头,0.378,0.391,,
表格,7579,AWC,0.63,-0.79,1329200,0.83,78.44,多头,0.554,0.489,,
表格,5306,FFB,1.96,1.55,1303500,0.41,40.03,空头,1.996,2.118,,
表格,5125,PANTECH,0.66,-2.94,1302300,3.46,47.35,空头,0.666,0.654,,
表格,0456,MMCS,0.355,0.0,1297700,0.89,39.34,空头,0.365,0.395,,
表格,0278,EDELTEQ,0.33,-1.49,1290000,0.81,46.13,多头,0.335,0.345,,
表格,5337,ECOSHOP,1.48,0.0,1261400,0.14,53.3,多头,1.472,1.473,,
表格,5031,TIMECOM,5.77,-1.37,1244900,0.68,43.39,空头,5.903,5.923,,
表格,9385,LAYHONG,0.25,0.0,1242900,2.14,55.11,多头,0.247,0.244,,
表格,5284,LCTITAN,0.335,-2.9,1237300,0.47,49.43,空头,0.338,0.329,,
表格,6012,MAXIS,3.54,-1.39,1212400,0.55,45.68,多头,3.577,3.603,,
表格,3662,MFLOUR,0.63,0.0,1199700,0.46,46.08,空头,0.639,0.632,,
表格,0376,IAB,1.27,2.42,1193500,0.8,45.78,多头,1.283,1.35,,
表格,9792,SEG,0.635,0.0,1185800,0.9,54.14,空头,0.633,0.629,,
表格,5401,TROP,1.15,-0.86,1180000,1.09,40.99,空头,1.182,1.202,,
表格,7187,CHGP,0.98,0.0,1170500,5.9,32.22,空头,0.992,1.013,,
表格,3069,MFCB,3.08,3.7,1170200,1.36,65.15,空头,2.937,2.9,,
表格,5318,DXN,0.465,0.0,1163600,0.42,54.08,多头,0.463,0.461,,
表格,0265,INFOM,1.61,0.63,1162500,3.94,61.92,多头,1.579,1.53,,
表格,7200,TEKSENG,0.295,-3.28,1159600,1.98,72.39,多头,0.256,0.239,,
表格,5227,IGBREIT,2.77,-0.36,1143000,0.31,51.8,空头,2.765,2.749,,
表格,5258,BIMB,2.07,0.0,1142800,0.91,42.86,多头,2.084,2.112,,
表格,5343,GENERGY,0.36,-2.7,1061700,2.09,47.99,多头,0.362,0.365,,
表格,9822,SAM,4.07,0.99,1057700,1.21,42.46,空头,4.206,4.344,,
表格,3816,MISC,7.85,-0.88,1055600,0.54,47.44,多头,7.899,7.965,,
表格,0271,WELLS,0.63,0.0,1050000,1.09,48.01,空头,0.631,0.637,,
表格,5126,SOP,5.73,-4.18,1048500,1.71,46.29,空头,5.913,5.536,,
表格,0277,CLOUDPT,0.485,3.19,1042200,0.76,54.85,多头,0.471,0.467,,
表格,7250,UZMA,0.37,0.0,1030000,0.78,40.99,空头,0.378,0.388,,
表格,0293,KJTS,1.04,-2.8,1009200,0.62,52.44,空头,1.031,0.997,,
表格,0286,EMCC,0.345,-2.82,1003900,0.95,47.05,多头,0.349,0.346,,
表格,2445,KLK,22.52,0.18,994600,1.01,55.15,多头,22.416,21.853,,
表格,5313,RADIUM,0.605,8.04,991400,18.32,78.82,多头,0.559,0.549,,
表格,0351,LSH,1.62,1.25,921100,2.07,55.77,空头,1.599,1.601,,
表格,7237,PWROOT,1.06,-2.75,904100,18.28,21.18,空头,1.116,1.117,,
表格,0326,SORENTO,0.675,0.75,896400,2.23,60.08,多头,0.653,0.646,,
表格,3417,E&O,0.795,0.63,844500,0.55,60.41,多头,0.773,0.762,,
表格,5053,OSK,1.9,0.53,829500,0.65,44.55,空头,1.917,1.963,,
表格,5208,EITA,0.755,3.42,809700,6.36,75.49,多头,0.672,0.609,,
表格,5088,APEX,0.635,-1.55,806600,69.03,47.79,空头,0.639,0.645,,
表格,4758,ANCOMNY,0.865,0.0,785300,1.03,47.96,多头,0.868,0.866,,
表格,4731,SCIENTX,3.69,-1.6,782900,0.77,44.82,空头,3.738,3.722,,
表格,7095,PIE,1.8,-0.55,779300,0.73,59.79,多头,1.723,1.613,,
表格,5106,AXREIT,1.78,-2.2,775600,0.57,43.89,多头,1.813,1.851,,
表格,5136,HEXTECH,1.14,-0.87,775400,62.76,47.15,多头,1.145,1.138,,
表格,7160,PENTA,5.31,2.51,773800,0.32,51.27,多头,5.287,5.269,,
表格,5005,UNISEM,4.58,1.78,767300,0.32,56.88,多头,4.401,4.427,,
表格,9075,THETA,0.645,-3.73,762700,0.69,48.22,空头,0.653,0.652,,
表格,6971,KOBAY,2.35,0.86,753100,0.74,53.47,多头,2.302,2.332,,
表格,7179,LAGENDA,1.6,0.0,744200,1.19,57.92,多头,1.582,1.494,,
表格,0466,SRKKAI,0.525,0.0,739000,0.52,47.46,多头,0.526,0.533,,
表格,7252,TEOSENG,0.8,-0.62,735300,2.52,37.95,空头,0.815,0.846,,
表格,5819,HLBANK,23.14,0.0,727900,1.05,50.05,多头,23.194,22.839,,
表格,4715,GENM,1.51,0.67,726500,0.3,33.07,多头,1.566,1.681,,
表格,5293,AME,1.31,0.0,723800,1.73,41.4,空头,1.321,1.345,,
表格,3379,INSAS,0.885,0.0,720100,1.21,38.89,空头,0.894,0.9,,
表格,5335,HI,1.84,-0.54,716400,0.77,50.78,多头,1.828,1.878,,
表格,0360,SAG,0.63,-1.56,711700,4.53,39.85,多头,0.64,0.659,,
表格,7148,DPHARMA,1.19,2.59,710500,1.95,45.45,多头,1.201,1.221,,
表格,5340,UMSINT,8.6,0.82,708900,2.38,59.62,多头,8.333,8.126,,
表格,5135,SWKPLNT,4.18,-5.22,704400,3.48,28.71,空头,4.571,4.471,,
表格,5185,AFFIN,2.04,0.49,695800,0.93,43.64,多头,2.044,2.127,,
表格,5916,MSC,1.74,0.58,668300,0.36,44.46,空头,1.762,1.86,,
表格,0295,MTEC,0.965,-1.53,667500,2.01,39.63,多头,0.977,0.978,,
表格,5121,HEKTAR,0.51,-1.92,657700,0.96,60.1,多头,0.502,0.475,,
表格,7052,PADINI,1.03,0.98,600400,0.21,32.43,空头,1.096,1.281,,
表格,6459,MNRB,2.91,-0.34,598400,1.24,55.47,多头,2.87,2.859,,
表格,5235SS,KLCC,8.35,0.0,598100,0.66,40.22,空头,8.43,8.56,,
表格,5338,PARADIGM,0.82,-0.61,592000,0.99,22.62,空头,0.841,0.877,,
表格,7235,SUPERLN,0.925,2.78,579500,3.56,76.55,多头,0.855,0.804,,
表格,1562,SPTOTO,1.26,0.0,571400,1.18,40.31,空头,1.277,1.303,,
表格,0157,FOCUSP,0.505,0.0,565700,1.76,43.64,空头,0.51,0.507,,
表格,6599,AEON,0.955,0.0,565500,0.56,28.62,空头,0.98,1.014,,
表格,7854,TIMWELL,2.24,-0.88,554100,0.84,73.86,多头,2.138,1.982,,
表格,5142,WASCO,0.73,0.0,547300,0.29,45.18,空头,0.75,0.717,,
