类型,代码,名称,价格,涨跌%,成交量,相对量,RSI,SAR,EMA20,50日均线,信号,AI点评
表格,NVDA,NVIDIA Corporation,224.49,-0.45,38880313,0.3,54.75,空头,221.03,215.435,,
表格,NU,Nu Holdings Ltd.,13.555,-0.48,36736041,0.53,39.41,空头,14.279,14.385,,
表格,SOFI,"SoFi Technologies, Inc.",16.615,0.39,28769919,0.65,41.51,空头,17.304,17.595,,
表格,RKT,"Rocket Companies, Inc.",12.045,-0.86,27507752,0.88,36.2,空头,13.029,13.625,,
表格,F,Ford Motor Company,12.8,-1.08,26123351,0.55,35.56,空头,13.538,13.965,,
表格,WBD,"Warner Bros. Discovery, Inc. - ",30.745,-0.05,24345424,0.71,75.01,多头,28.769,27.595,,
表格,IONQ,"IonQ, Inc.",44.04,3.53,24250793,1.11,60.49,多头,40.141,39.439,,
表格,CDE,"Coeur Mining, Inc.",18.976,-1.78,24054343,0.7,44.5,空头,19.856,18.465,,
表格,META,"Meta Platforms, Inc.",772.355,3.8,23660786,1.07,80.08,多头,669.042,613.462,,
表格,CRWV,"CoreWeave, Inc.",90.7,4.37,22399883,0.8,54.52,空头,86.652,85.481,,
表格,PCG,Pacific Gas & Electric Co.,12.295,-0.93,22058281,0.37,27.78,空头,13.963,16.116,,
表格,STLA,Stellantis N.V.,4.525,-2.06,22004399,1.01,30.43,空头,5.087,5.421,,
表格,BAC,Bank of America Corporation,56.09,0.16,21196146,0.56,25.96,空头,59.381,61.408,,
表格,AGNC,AGNC Investment Corp.,9.76,-1.51,20756684,0.63,29.7,空头,10.199,10.533,,
表格,IREN,IREN LIMITED,46.32,-1.55,20438841,0.5,56.47,多头,44.146,41.024,,
表格,NKE,"Nike, Inc.",35.94,-0.31,20079130,0.62,36.64,多头,37.138,39.571,,
表格,GEN,Gen Digital Inc.,23.985,-8.56,19847812,2.98,26.08,空头,28.997,28.493,,
表格,AUR,"Aurora Innovation, Inc.",5.96,-5.7,19814394,0.62,42.12,空头,6.295,6.326,,
表格,HL,Hecla Mining Company,17.895,-2.05,19324804,0.54,43.21,空头,19.014,17.967,,
表格,BBD,Banco Bradesco Sa,3.395,-1.88,19036737,0.66,48.34,空头,3.433,3.41,,
表格,BMNR,"BitMine Immersion Technologies,",27.85,1.42,18942981,0.43,62.72,多头,25.116,21.295,,
表格,SMCI,"Super Micro Computer, Inc.",41.485,0.11,18540872,0.49,60.07,多头,38.804,34.66,,
表格,PFE,"Pfizer, Inc.",28.485,1.08,18390703,0.54,63.79,多头,27.812,26.791,,
表格,VALE,VALE S.A.,13.665,-1.12,18333394,0.62,35.23,空头,14.528,14.479,,
表格,AMZN,"Amazon.com, Inc.",249.46,0.08,17873207,0.51,44.29,空头,254.258,256.181,,
表格,HBAN,Huntington Bancshares Incorpora,15.32,-0.39,17709884,0.66,29.99,空头,16.279,16.977,,
表格,TSLA,"Tesla, Inc.",382.22,0.55,16846927,0.43,61.51,多头,365.319,348.713,,
表格,T,AT&T Inc.,25.575,1.09,16578395,0.44,52.69,空头,25.511,24.694,,
表格,RKLB,Rocket Lab Corporation,75.425,7.27,15790376,0.83,61.25,多头,68.097,69.39,,
表格,AMD,"Advanced Micro Devices, Inc.",625.705,1.81,15528698,0.74,72.41,多头,541.387,502.048,,
表格,PLTR,Palantir Technologies Inc.,193.29,0.78,14856014,0.54,67.78,多头,177.968,162.836,,
表格,CCL,Carnival Corporation Ltd.,21.985,0.85,14804986,0.68,32.84,空头,23.092,25.468,,
表格,WMT,Walmart Inc.,108.36,-1.96,14040138,0.6,50.46,多头,107.976,109.399,,
表格,RIVN,"Rivian Automotive, Inc.",15.45,2.86,14010246,0.66,46.95,空头,15.598,16.01,,
表格,BE,Bloom Energy Corporation,268.18,-2.55,13316593,0.83,56.81,空头,256.827,228.066,,
表格,MU,"Micron Technology, Inc.",1072.045,0.02,13221963,0.52,62.2,多头,996.85,936.864,,
表格,GOOGL,Alphabet Inc.,342.1,1.26,13148321,0.49,48.41,空头,343.964,344.336,,
表格,KGC,Kinross Gold Corporation,24.375,-11.75,12780712,1.74,30.49,空头,28.423,27.375,,
表格,HLN,Haleon plc,9.225,1.26,12640345,0.74,40.25,空头,9.452,9.746,,
表格,NVO,Novo Nordisk A/S,38.355,0.48,12552087,0.98,28.7,空头,42.702,45.781,,
表格,CPNG,"Coupang, Inc.",14.185,-0.67,12517113,0.78,34.64,空头,15.009,15.783,,
表格,LYG,Lloyds Banking Group Plc,5.665,0.44,12139108,0.94,37.87,空头,5.891,5.991,,
表格,MSTR,Strategy Inc,162.285,0.05,12038163,0.46,66.28,多头,140.882,116.386,,
表格,CMCSA,Comcast Corporation,22.115,-1.93,11798864,0.41,28.52,空头,24.178,24.904,,
表格,QXO,"QXO, Inc.",12.21,-0.57,11693783,0.71,43.75,多头,12.57,13.613,,
表格,AAPL,Apple Inc.,338.391,0.41,11669529,0.27,64.1,多头,329.449,321.63,,
表格,NFLX,"Netflix, Inc.",71.925,0.79,10814762,0.33,38.86,空头,75.675,75.605,,
表格,EQX,Equinox Gold Corp.,11.753,-2.46,10709141,0.84,45.87,多头,12.192,11.332,,
表格,AVGO,Broadcom Inc.,350.575,-1.24,10455614,0.38,42.45,多头,359.361,376.429,,
表格,ITUB,Itau Unibanco Banco Holding SA,8.102,-0.95,9636251,0.44,51.2,空头,8.105,8.002,,
表格,VZ,Verizon Communications Inc.,47.53,2.17,9617809,0.45,42.58,空头,48.722,48.029,,
表格,HOOD,"Robinhood Markets, Inc.",121.725,-0.79,9550142,0.42,60.0,多头,114.281,103.998,,
表格,PBR,Petroleo Brasileiro S.A. Petrob,20.99,-0.71,9199110,0.39,60.56,空头,20.379,18.9,,
表格,DKNG,DraftKings Inc.,21.425,0.82,8974494,0.76,34.63,空头,23.216,24.026,,
表格,HPE,Hewlett Packard Enterprise Comp,63.76,2.29,8861744,0.32,63.17,多头,58.065,53.477,,
表格,GOOG,Alphabet Inc.,338.055,0.92,8640714,0.49,47.58,空头,340.584,342.078,,
表格,MSFT,Microsoft Corporation,496.355,-0.85,8544160,0.4,53.43,多头,495.091,473.056,,
表格,PSKY,Paramount Skydance Corporation,10.095,1.36,8453283,0.4,46.66,空头,10.347,9.719,,
表格,KEY,KeyCorp,20.165,-0.37,8256218,0.63,28.91,空头,21.313,22.096,,
表格,MRNA,"Moderna, Inc.",184.0,1.04,8255112,0.49,72.4,多头,151.65,107.179,,
表格,VG,"Venture Global, Inc.",13.115,-1.17,8201974,0.56,39.63,空头,14.137,13.982,,
表格,CRCL,"Circle Internet Group, Inc.",92.24,0.57,7874796,0.5,54.0,多头,89.757,79.011,,
表格,UBER,"Uber Technologies, Inc.",69.375,-0.06,7719722,0.41,36.78,空头,72.213,73.393,,
表格,NEE,"NextEra Energy, Inc.",76.26,-0.99,7546895,0.68,21.22,空头,81.239,84.398,,
表格,INFY,Infosys Limited,10.515,-2.19,7524878,0.51,34.2,空头,11.254,11.693,,
表格,U,Unity Software Inc.,43.747,-0.8,7228360,0.81,57.39,多头,42.684,39.691,,
表格,KHC,The Kraft Heinz Company,23.91,0.5,7086133,0.29,39.99,空头,24.59,25.065,,
表格,CMG,"Chipotle Mexican Grill, Inc.",32.045,-2.03,6925082,0.56,32.78,空头,34.575,34.837,,
表格,FIG,"Figma, Inc.",21.48,-1.29,6923371,0.44,37.41,空头,23.49,24.535,,
表格,MRVL,"Marvell Technology, Inc.",260.29,-0.23,6685217,0.31,62.78,多头,238.325,219.124,,
表格,DVN,Devon Energy Corporation,48.935,1.86,6645476,0.54,55.1,空头,48.29,46.265,,
表格,GDDY,GoDaddy Inc.,100.78,4.57,6631290,3.06,53.06,多头,98.784,96.126,,
表格,TEM,"Tempus AI, Inc.",78.168,2.06,6545916,0.98,66.91,多头,69.547,58.662,,
表格,ROL,"Rollins, Inc.",30.48,-6.19,6462810,1.11,18.66,空头,34.168,37.031,,
表格,KVUE,Kenvue Inc.,17.685,0.08,6371605,0.23,37.32,空头,18.008,18.533,,
表格,SKHY,SK hynix Inc.,187.85,-0.76,6197794,0.32,54.98,多头,179.676,163.208,,
表格,XOM,ExxonMobil Holdings Corporation,162.465,0.77,6191268,0.41,51.91,空头,162.174,158.399,,
表格,CSCO,"Cisco Systems, Inc.",105.73,-0.66,6121874,0.37,39.52,空头,109.424,112.481,,
表格,KO,Coca-Cola Company (The),88.51,0.48,6013749,0.38,54.25,多头,87.997,86.864,,
表格,CP,Canadian Pacific Kansas City Li,88.195,-0.1,5942493,3.1,42.39,空头,89.653,91.383,,
表格,ARM,Arm Holdings plc,314.98,-5.29,5903759,1.2,63.41,多头,278.194,263.523,,
表格,ONON,On Holding AG,30.19,0.1,5894897,0.55,56.32,多头,28.755,31.952,,
表格,CNH,CNH Industrial N.V.,13.38,-2.69,5864448,0.23,57.26,空头,13.108,11.744,,
表格,OXY,Occidental Petroleum Corporatio,58.045,1.19,5830912,0.73,45.07,空头,59.325,58.044,,
表格,BSX,Boston Scientific Corporation,44.87,0.56,5707949,0.26,45.46,空头,45.393,46.858,,
表格,NLY,Annaly Capital Management Inc.,20.765,-1.31,5598894,0.66,25.23,空头,21.88,22.637,,
表格,B,Barrick Mining Corporation,41.985,-1.19,5589693,0.62,44.96,空头,43.308,41.677,,
表格,PEP,"Pepsico, Inc.",128.76,-1.09,5520101,0.61,26.38,空头,134.647,137.063,,
表格,WFC,Wells Fargo & Company,81.57,-0.4,5428933,0.39,33.41,空头,86.528,86.824,,
表格,ET,Energy Transfer LP,20.535,0.22,5386728,0.71,38.28,空头,21.026,20.763,,
表格,BA,Boeing Company (The),197.86,-1.04,5377517,0.87,36.63,空头,205.57,214.719,,
表格,PBR-A,Petroleo Brasileiro S.A. Petrob,19.065,-0.81,5336238,0.7,63.21,空头,18.409,16.93,,
表格,HDB,HDFC Bank Limited,22.92,0.57,5319263,0.45,48.62,多头,22.963,23.412,,
表格,SNDK,Sandisk Corporation,1768.54,-2.64,5316019,0.49,57.06,多头,1668.371,1509.723,,
表格,MCHP,Microchip Technology Incorporat,74.39,-1.51,5305461,0.65,50.18,多头,73.71,76.131,,
表格,ASTS,"AST SpaceMobile, Inc.",62.7,4.53,5225935,0.53,50.53,空头,61.766,62.691,,
表格,CVX,Chevron Corporation,206.59,0.53,5156626,0.52,50.96,空头,207.617,199.442,,
表格,COIN,"Coinbase Global, Inc.",198.37,0.12,5028343,0.49,58.96,多头,184.114,169.731,,
表格,APH,Amphenol Corporation,83.35,1.41,4950927,0.43,54.42,多头,80.349,,,
表格,INIO,INNIO N.V.,19.355,-3.18,4903773,0.96,41.15,多头,20.776,23.881,,
表格,PR,Permian Resources Corporation,21.76,0.37,4872651,0.45,41.49,空头,22.742,21.922,,
表格,CX,"Cemex, S.A.B. de C.V. Sponsored",9.565,-2.0,4828833,0.85,22.79,空头,10.401,11.185,,
表格,VICI,VICI Properties Inc.,23.275,-1.79,4779053,0.47,27.45,空头,24.474,25.435,,
表格,SAN,"Banco Santander, S.A. Sponsored",14.315,0.81,4751101,0.56,46.45,空头,14.553,14.372,,
表格,SLB,SLB Limited,51.81,-0.12,4747080,0.32,42.21,空头,53.598,52.304,,
表格,CRWD,"CrowdStrike Holdings, Inc.",262.08,-0.16,4726604,0.36,68.42,多头,230.746,210.846,,
表格,CSX,CSX Corporation,46.925,-0.56,4720269,0.46,36.18,空头,48.444,49.872,,
表格,FCX,"Freeport-McMoRan, Inc.",72.47,-0.15,4716970,0.36,52.68,空头,71.946,69.084,,
表格,O,Realty Income Corporation,55.285,-0.58,4715002,0.66,15.4,空头,58.852,61.765,,
表格,NOW,"ServiceNow, Inc.",138.92,-1.32,4684451,0.3,55.49,多头,136.212,125.177,,
表格,JHX,James Hardie Industries plc.,25.895,-3.56,4597074,0.37,36.04,空头,27.762,28.238,,
表格,CRM,"Salesforce, Inc.",239.43,0.78,4593501,0.27,54.45,空头,238.709,210.825,,
表格,HPQ,HP Inc.,31.46,-2.18,4546340,0.25,49.69,空头,32.115,29.383,,
表格,SHOP,Shopify Inc.,143.0,0.46,4536119,0.44,54.63,多头,138.238,137.567,,
表格,ON,ON Semiconductor Corporation,72.605,-2.02,4495777,0.44,47.27,空头,72.916,78.315,,
表格,QCOM,QUALCOMM Incorporated,193.785,-1.75,4493562,0.31,63.03,多头,181.776,168.984,,
表格,PYPL,"PayPal Holdings, Inc.",52.159,-0.67,4490959,0.32,39.32,空头,54.043,56.713,,
表格,PINS,"Pinterest, Inc.",18.47,0.11,4457277,0.3,35.68,空头,19.895,22.121,,
表格,BP,BP p.l.c.,45.075,1.31,4400205,0.43,54.89,空头,44.428,43.394,,
表格,GME,GameStop Corporation,24.785,2.42,4315843,0.48,83.25,多头,21.601,20.232,,
表格,SBS,Companhia de saneamento Basico ,5.17,0.0,4279519,0.45,50.29,空头,5.174,5.201,,
表格,ERIC,Ericsson,9.515,-2.21,4278573,0.5,35.59,空头,10.04,9.998,,
表格,MCD,McDonald's Corporation,239.705,0.58,4274726,0.76,28.9,空头,252.361,262.054,,
表格,WY,Weyerhaeuser Company,20.59,-2.74,4261260,0.72,23.27,空头,22.208,23.528,,
表格,MDT,Medtronic plc.,88.95,-0.39,4257763,0.47,41.91,空头,91.39,89.163,,
表格,BMY,Bristol-Myers Squibb Company,60.75,-0.65,4238968,0.44,31.5,空头,63.833,64.221,,
表格,C,"Citigroup, Inc.",132.18,0.19,4225134,0.45,44.12,空头,134.383,133.916,,
表格,DELL,Dell Technologies Inc.,538.16,-2.12,4214444,0.39,54.55,空头,528.823,472.296,,
表格,BABA,Alibaba Group Holding Limited,111.5,0.63,4208014,0.45,45.24,多头,113.215,117.979,,
表格,JD,"JD.com, Inc.",26.825,-1.23,4195900,0.72,35.89,空头,27.646,29.496,,
表格,TSM,Taiwan Semiconductor Manufactur,451.02,1.0,4097047,0.41,62.81,多头,431.38,418.4,,
表格,TME,Tencent Music Entertainment Gro,8.305,1.03,4086059,0.46,50.05,多头,8.207,8.733,,
表格,MO,"Altria Group, Inc.",69.115,0.24,4066863,0.49,55.04,多头,68.422,68.156,,
表格,GIS,"General Mills, Inc.",35.1,-2.01,3968652,0.41,34.87,空头,36.956,37.737,,
表格,FITB,Fifth Third Bancorp,51.23,-0.89,3928017,0.76,31.93,空头,53.78,55.766,,
表格,PSLV,"""Sprott Physical Silver Trust""",20.719,-1.2,3919043,0.6,45.68,多头,21.258,20.676,,
表格,RF,Regions Financial Corporation,27.225,-0.6,3877149,0.5,22.88,空头,29.198,30.319,,
表格,UPS,"United Parcel Service, Inc.",92.439,-3.53,3832074,0.88,29.38,空头,99.397,103.835,,
表格,TJX,"TJX Companies, Inc. (The)",132.28,0.52,3823569,0.42,45.48,多头,131.831,143.934,,
表格,BKNG,Booking Holdings Inc. Common St,156.525,0.4,3812471,0.47,22.52,空头,176.434,191.263,,
表格,MNST,Monster Beverage Corporation,42.89,-2.32,3807081,0.41,34.31,多头,44.584,46.277,,
表格,KR,Kroger Company (The),58.97,2.31,3689417,0.51,51.32,多头,58.858,57.772,,
表格,DIS,Walt Disney Company (The),105.12,1.6,3688390,0.45,49.86,空头,105.399,103.216,,
表格,ELAN,Elanco Animal Health Incorporat,22.185,-1.71,3660831,0.71,35.43,空头,23.221,24.182,,
表格,DASH,"DoorDash, Inc.",187.66,-0.85,3656015,0.95,31.85,空头,202.639,205.413,,
表格,CVE,Cenovus Energy Inc,31.625,1.75,3644870,0.53,48.3,空头,32.128,30.729,,
表格,STM,STMicroelectronics N.V.,51.83,-1.2,3622815,0.49,48.51,多头,50.845,,,
表格,FPS,"Forgent Power Solutions, Inc.",39.5,-0.95,3600103,0.36,60.77,多头,35.293,35.117,,
表格,IAG,Iamgold Corporation,19.29,-3.02,3562276,0.68,47.29,空头,19.843,18.125,,
表格,AEG,Aegon Ltd. New York Registry Sh,8.825,0.86,3555647,0.8,41.61,空头,8.999,9.012,,
表格,KLAC,KLA Corporation,186.81,-0.56,3528538,0.37,53.37,多头,180.743,190.13,,
表格,SCHW,Charles Schwab Corporation (The,98.88,-0.62,3514019,0.39,30.97,空头,105.312,106.584,,
表格,CRDO,Credo Technology Group Holding ,194.01,0.07,3514000,0.38,50.92,多头,186.981,209.86,,
表格,TSCO,Tractor Supply Company,31.625,-2.06,3488326,0.4,34.75,空头,33.294,33.166,,
表格,COO,"The Cooper Companies, Inc.",55.355,-1.28,3474265,0.77,30.18,多头,60.678,69.046,,
表格,WDC,Western Digital Corporation,459.14,-3.07,3398593,0.53,50.07,空头,454.139,474.199,,
表格,VTRS,Viatris Inc.,17.148,0.16,3391071,0.42,59.08,多头,16.821,16.791,,
表格,UMC,United Microelectronics Corpora,24.22,-1.86,3378941,0.28,61.68,多头,22.698,20.495,,
表格,XP,XP Inc.,20.565,-1.51,3345056,0.45,66.27,多头,19.458,17.747,,
表格,ABNB,"Airbnb, Inc.",151.215,1.09,3332767,0.68,29.5,空头,168.641,167.531,,
表格,FSLR,"First Solar, Inc.",177.11,-7.74,3320651,1.61,32.86,空头,201.56,212.086,,
表格,IVZ,Invesco Ltd,30.38,-1.17,3309290,0.88,42.42,空头,31.331,31.23,,
表格,CVNA,Carvana Co.,64.07,0.19,3309205,0.49,38.88,空头,68.596,69.091,,
表格,EQT,EQT Corporation,51.01,-0.1,3284397,0.45,37.56,空头,52.532,52.857,,
表格,BX,Blackstone Inc.,117.238,-1.7,3282982,0.93,29.35,空头,128.95,133.529,,
表格,CRH,CRH PLC,84.32,-1.07,3269054,0.7,30.55,空头,89.44,95.097,,
表格,KMI,"Kinder Morgan, Inc.",31.34,-0.1,3262182,0.25,48.4,多头,31.425,31.646,,
表格,TOST,"Toast, Inc.",29.665,-0.49,3233126,0.37,31.49,空头,31.967,32.946,,
表格,AVTR,"Avantor, Inc.",15.1,2.3,3221804,0.39,56.42,空头,14.896,13.787,,
表格,FAST,Fastenal Company,50.97,-0.04,3205121,0.51,60.73,多头,49.731,49.19,,
表格,DOW,Dow Inc.,28.69,0.14,3177341,0.36,42.38,空头,29.478,29.933,,
表格,EQNR,Equinor ASA,43.1,0.47,3172245,1.0,51.57,空头,43.257,41.213,,
表格,HST,"Host Hotels & Resorts, Inc.",22.185,0.16,3134456,0.39,45.82,空头,22.263,23.152,,
表格,OKTA,"Okta, Inc.",210.79,2.64,3128931,0.66,72.86,多头,178.884,156.412,,
表格,GLW,Corning Incorporated,155.33,0.55,3113023,0.35,50.63,空头,153.973,152.651,,
表格,MDLN,Medline Inc.,34.64,0.99,3111077,0.39,51.94,多头,33.839,35.908,,
表格,DT,"Dynatrace, Inc.",59.12,1.04,3060753,0.45,72.09,多头,53.883,49.44,,
表格,LVS,Las Vegas Sands Corp.,38.625,-1.44,3055333,0.52,21.95,空头,42.178,44.821,,
表格,CPRT,"Copart, Inc.",28.12,-2.6,3054018,0.3,33.84,空头,30.601,30.487,,
表格,HD,"Home Depot, Inc. (The)",292.275,-1.5,3051468,0.74,25.1,空头,310.039,327.262,,
表格,LRCX,Lam Research Corporation,303.71,-1.16,3030404,0.34,51.53,多头,298.14,304.319,,
表格,CVS,CVS Health Corporation,84.665,-1.39,3027318,0.45,22.85,空头,92.134,97.706,,
表格,RBLX,Roblox Corporation,49.785,1.62,3007655,0.29,62.3,多头,46.326,43.449,,
表格,CNQ,Canadian Natural Resources Limi,48.185,1.14,2990248,0.42,45.12,空头,49.381,47.819,,
表格,DHR,Danaher Corporation,222.42,0.39,2979481,0.82,67.03,多头,211.071,205.066,,
表格,XEL,Xcel Energy Inc.,70.09,-0.81,2972347,0.52,27.24,空头,73.811,76.521,,
表格,GM,General Motors Company,81.385,-2.85,2941936,0.41,41.2,空头,84.802,85.062,,
表格,SHEL,Shell PLC,96.0,0.62,2906942,0.45,58.74,空头,94.354,91.258,,
表格,JPM,JP Morgan Chase & Co.,337.4,-0.04,2903018,0.4,33.34,空头,349.48,353.322,,
表格,AES,The AES Corporation,14.847,0.25,2901602,0.38,63.16,多头,14.797,14.734,,
表格,CNP,"CenterPoint Energy, Inc (Holdin",37.0,-0.43,2891576,0.45,27.97,空头,38.748,40.412,,
表格,BEKE,KE Holdings Inc,16.7,0.66,2820331,0.55,47.52,空头,16.82,17.027,,
表格,DOC,"Healthpeak Properties, Inc.",20.32,-0.78,2808742,0.58,43.66,多头,20.565,21.085,,
表格,BAX,Baxter International Inc.,23.615,0.53,2770704,0.46,40.31,多头,24.263,25.062,,
表格,TEVA,Teva Pharmaceutical Industries ,39.77,1.95,2728466,0.54,62.56,多头,38.031,35.791,,
表格,IR,Ingersoll Rand Inc.,75.25,-1.27,2716415,0.65,47.41,多头,75.11,80.121,,
表格,MDLZ,"Mondelez International, Inc.",60.965,-0.77,2708307,0.33,43.67,空头,61.831,62.077,,
表格,LITE,Lumentum Holdings Inc.,931.494,-0.59,2670191,0.6,53.44,多头,910.019,854.406,,
表格,BKR,Baker Hughes Company,57.65,-0.65,2669153,0.32,37.64,空头,59.52,60.541,,
表格,APA,APA Corporation,43.97,0.62,2641292,0.48,53.47,空头,43.82,40.538,,
表格,NI,NiSource Inc,39.23,-0.05,2638228,0.5,27.38,空头,40.884,42.54,,
表格,RCL,Royal Caribbean Cruises Ltd.,242.78,5.42,2636189,1.01,34.94,空头,256.656,283.943,,
表格,PPL,PPL Corporation,32.145,-0.33,2612801,0.38,26.61,空头,33.696,34.675,,
表格,HAL,Halliburton Company,32.98,-0.09,2611172,0.23,37.08,空头,34.671,34.161,,
表格,TU,Telus Corporation,8.465,-0.41,2596200,0.42,22.48,空头,9.092,9.602,,
表格,NEM,Newmont Corporation,121.05,-2.02,2595236,0.32,48.0,空头,123.483,114.075,,
表格,AR,Antero Resources Corporation,35.63,-0.06,2590730,0.69,41.74,空头,36.947,36.575,,
表格,DAL,"Delta Air Lines, Inc.",82.76,1.24,2588225,0.39,54.11,多头,80.938,84.125,,
表格,EXC,Exelon Corporation,40.48,-0.52,2584853,0.34,24.04,空头,42.738,44.37,,
表格,USB,U.S. Bancorp,58.27,-0.36,2577992,0.34,30.64,空头,61.235,62.858,,
表格,ROIV,Roivant Sciences Ltd.,36.365,-1.24,2568797,0.24,43.66,多头,38.084,36.332,,
表格,ARCC,Ares Capital Corporation,19.18,0.16,2540567,0.57,46.61,空头,19.328,19.114,,
表格,LUV,Southwest Airlines Company,41.48,1.07,2530312,0.45,54.01,多头,40.472,42.893,,
表格,PG,Procter & Gamble Company (The),146.82,-0.39,2515756,0.3,53.41,多头,146.018,145.941,,
表格,JNJ,Johnson & Johnson,270.67,0.56,2502726,0.39,56.11,空头,268.458,263.36,,
表格,MRK,"Merck & Company, Inc.",148.362,0.19,2482966,0.25,58.45,多头,145.997,138.725,,
表格,IBM,International Business Machines,228.585,-1.79,2466715,0.45,43.67,空头,235.28,229.592,,
表格,FRO,Frontline Plc,48.1,1.14,2442820,0.66,63.53,空头,45.899,40.521,,
表格,KDP,Keurig Dr Pepper Inc.,31.31,-1.42,2427109,0.25,48.16,空头,31.539,31.171,,
表格,D,"Dominion Energy, Inc.",60.85,-0.52,2419518,0.51,23.91,空头,64.251,66.843,,
表格,ZTO,ZTO Express (Cayman) Inc.,19.59,-0.1,2409228,0.95,31.41,空头,20.734,22.319,,
表格,BN,Brookfield Corporation,36.63,-1.24,2404647,0.54,27.76,空头,38.709,41.296,,
表格,BCS,Barclays PLC,24.378,0.36,2398969,0.59,33.34,空头,25.844,26.918,,
表格,GILD,"Gilead Sciences, Inc.",150.83,-0.36,2393622,0.41,63.01,多头,147.126,140.119,,
表格,LEN,Lennar Corporation,81.21,-0.38,2374552,0.57,48.16,多头,81.271,83.93,,
表格,CRBG,Corebridge Financial Inc.,33.95,0.18,2374471,0.62,53.95,空头,33.874,32.81,,
表格,XYL,Xylem Inc.,103.23,-4.98,2358851,0.91,31.87,空头,108.617,114.41,,
表格,VIK,Viking Holdings Ltd,81.11,1.01,2351347,0.59,34.02,空头,86.446,94.516,,
表格,VRT,"Vertiv Holdings, LLC",245.7,-1.24,2330892,0.43,43.71,空头,254.386,267.737,,
表格,NYT,New York Times Company (The),63.59,2.75,2330713,0.77,38.65,空头,67.553,68.976,,
表格,UAL,"United Airlines Holdings, Inc.",111.465,0.67,2309136,0.63,49.17,多头,110.907,116.55,,
表格,MS,Morgan Stanley,196.325,-1.04,2295780,0.5,32.12,空头,207.751,212.641,,
表格,UNH,UnitedHealth Group Incorporated,372.76,0.4,2291516,0.46,36.91,空头,383.588,399.094,,
表格,PANW,"Palo Alto Networks, Inc.",393.225,-0.02,2283039,0.32,62.29,多头,364.985,355.763,,
表格,COHR,Coherent Corp.,296.75,-1.28,2263300,0.36,49.67,多头,297.199,296.512,,
表格,TFC,Truist Financial Corporation,47.01,0.02,2258215,0.31,31.19,空头,49.463,50.87,,
