类型,代码,名称,价格,涨跌%,成交量,相对量,RSI,SAR,EMA20,50日均线,信号,AI点评
表格,0275,OPPSTAR,0.7,4.48,13295000,0.91,54.94,多头,0.676,0.656,,
表格,2429,TANCO,0.17,3.03,13158400,0.46,36.88,空头,0.188,0.231,,
表格,4677,YTL,2.39,-0.42,12249100,0.65,55.63,多头,2.34,2.216,,
表格,0453,EIPOWER,1.02,2.0,12246700,1.58,82.06,多头,0.836,0.737,,
表格,0095,MAG,0.155,0.0,12013100,0.65,44.71,多头,0.156,0.16,,
表格,0248,YEWLEE,0.6,3.45,11938700,1.26,44.4,空头,0.61,0.602,,
表格,0196,QES,0.61,9.91,11894400,4.09,61.22,多头,0.563,0.573,,
表格,7204,D&O,0.55,0.92,11873500,0.82,72.87,多头,0.452,0.39,,
表格,0340,NORTHERN,1.02,8.51,11191900,4.22,91.64,多头,0.748,0.699,,
表格,0172,OCK,0.505,7.45,10140800,4.17,81.31,多头,0.433,0.397,,
表格,7018,CME,0.01,0.0,10136400,60.55,60.78,多头,0.007,0.006,,
表格,7106,SUPERMX,0.395,1.28,9849700,0.45,59.52,空头,0.372,0.311,,
表格,0051,CUSCAPI,0.055,-8.33,9705800,0.4,39.32,多头,0.062,0.081,,
表格,0176,KRONO,0.14,-3.45,9644000,1.47,50.31,空头,0.143,0.126,,
表格,6742,YTLPOWR,5.9,-0.51,9546800,0.62,65.81,多头,5.635,5.037,,
表格,1155,MAYBANK,10.16,0.3,9214100,0.52,45.68,多头,10.18,10.355,,
表格,0262,SUNVIEW,0.37,-2.63,9196700,1.06,50.08,多头,0.37,0.37,,
表格,5102,GCB,1.42,-1.39,9038900,0.73,59.36,多头,1.385,1.28,,
表格,5347,TENAGA,13.18,0.61,9016400,1.01,29.24,多头,13.59,14.132,,
表格,5205,SENDAI,0.285,-1.72,8692200,7.7,65.79,多头,0.251,0.271,,
表格,0056,NCT,0.565,0.89,8569700,4.12,51.06,多头,0.563,0.563,,
表格,5285,SDG,6.29,0.16,8028800,0.46,44.97,多头,6.334,6.518,,
表格,1023,CIMB,7.87,-0.38,7897100,0.63,57.47,多头,7.749,7.706,,
表格,0395,OGX,0.44,0.0,7622600,1.7,50.34,多头,0.434,0.454,,
表格,0251,SFPTECH,0.27,3.85,7606000,0.58,43.1,多头,0.277,0.317,,
表格,0318,ELRIDGE,0.895,1.13,7247200,2.09,66.95,多头,0.864,0.848,,
表格,0215,SLVEST,3.8,2.7,7024400,1.81,72.67,多头,3.369,3.162,,
表格,1295,PBBANK,4.83,-0.21,7023500,0.33,44.01,空头,4.86,4.975,,
表格,5056,ENGTEX,0.435,2.35,6977600,11.99,51.64,多头,0.43,0.44,,
表格,5296,MRDIY,1.29,0.0,6942800,0.53,32.39,多头,1.34,1.467,,
表格,8338,DATAPRP,0.08,0.0,6891700,0.56,56.69,多头,0.075,0.069,,
表格,7315,AHB,0.06,0.0,6839500,0.79,64.68,多头,0.053,0.042,,
表格,0345,SUNLOGY,0.46,2.22,6765800,0.91,56.6,空头,0.445,0.397,,
表格,0236,RAMSSOL,0.765,-1.29,6723100,1.03,46.45,空头,0.775,0.773,,
表格,6888,AXIATA,1.69,-1.74,6675700,1.08,35.91,空头,1.76,1.873,,
表格,1066,RHBBANK,7.89,-0.13,6527300,0.6,37.49,多头,8.034,8.291,,
表格,0145,TFP,0.06,0.0,6504900,2.63,39.28,空头,0.065,0.074,,
表格,0219,RL,0.31,0.0,6267500,0.84,66.95,多头,0.305,0.292,,
表格,8044,CFM,0.09,20.0,6160700,27.0,78.77,多头,0.073,0.072,,
表格,5148,UEMS,0.54,-0.92,5990900,0.91,35.15,空头,0.567,0.596,,
表格,0223,SAMAIDEN,2.54,8.55,5975800,3.15,85.26,多头,1.964,1.683,,
表格,0104,GENETEC,0.325,0.0,5967600,0.83,49.21,多头,0.323,0.339,,
表格,5168,HARTA,1.12,0.0,5819700,0.52,59.72,多头,1.077,1.017,,
表格,0024,JAG,0.37,0.0,5720700,1.06,53.37,多头,0.366,0.366,,
表格,0192,INTA,0.41,-1.2,5619000,3.81,65.8,多头,0.384,0.377,,
表格,0175,HHRG,0.165,3.13,5591900,0.14,53.7,多头,0.16,0.148,,
表格,0186,PTRANS,0.2,0.0,5542500,0.67,50.54,空头,0.199,0.196,,
表格,5210,ARMADA,0.345,-1.43,5472400,0.81,44.03,空头,0.352,0.351,,
表格,5357,SKYECHIP,3.12,1.63,5466400,1.56,60.1,多头,3.017,3.04,,
表格,5264,MALAKOF,0.81,-1.22,5444200,1.87,51.14,多头,0.804,0.806,,
表格,0372,CHEEDING,0.58,0.0,5290000,1.83,40.86,空头,0.594,0.615,,
表格,5216,NEXG,0.265,-1.85,5246400,0.32,46.71,多头,0.272,0.273,,
表格,8907,EG,1.82,2.25,5221700,0.82,55.15,多头,1.774,1.814,,
表格,5246,WPRTS,6.74,0.45,5216300,1.16,45.42,空头,6.801,6.764,,
表格,5336,CKI,0.385,2.67,5179600,3.68,43.24,多头,0.396,0.391,,
表格,5301,CTOS,0.625,-3.1,5177100,1.08,41.01,空头,0.648,0.659,,
表格,0268,L&PBHD,0.21,5.0,5125200,1.91,78.53,多头,0.179,0.151,,
表格,0127,JHM,0.54,0.93,5066000,1.17,63.2,多头,0.507,0.455,,
表格,0339,CBHB,1.08,-0.92,5061900,0.38,75.81,多头,0.973,0.822,,
表格,0310,UUE,0.775,1.31,5049800,1.0,74.29,多头,0.661,0.597,,
表格,7020,ASTEEL,0.095,18.75,5032100,1.39,58.33,空头,0.087,0.077,,
表格,0045,SSB8,0.65,7.44,4956000,1.58,65.42,空头,0.613,0.575,,
表格,5183,PCHEM,4.51,-0.66,4902100,0.64,47.51,空头,4.615,4.543,,
表格,7277,DIALOG,1.98,-1.0,4856700,0.73,48.93,多头,1.993,1.977,,
表格,5317,CPETECH,1.26,-4.55,4844900,1.09,56.12,空头,1.224,1.121,,
表格,7241,NGGB,0.705,0.0,4822000,1.35,49.29,多头,0.704,0.715,,
表格,0217,PWRWELL,1.19,2.59,4736900,1.41,71.74,多头,1.08,0.984,,
表格,0272,TTVHB,0.25,4.17,4721800,1.24,49.66,空头,0.249,0.254,,
表格,0166,INARI,2.68,-0.74,4666200,0.22,61.45,多头,2.581,2.415,,
表格,0239,ECOMATE,0.865,-0.57,4572600,1.48,59.48,空头,0.857,0.855,,
表格,0367,ENPRO,0.33,3.13,4538900,0.5,95.13,多头,0.246,0.213,,
表格,5211,SUNWAY,4.7,0.86,4497000,0.93,41.8,多头,4.763,5.032,,
表格,5199,HIBISCS,2.21,-1.78,4445400,0.65,50.25,空头,2.236,2.11,,
表格,0117,SMRT,0.19,-2.56,4409300,1.08,46.97,多头,0.193,0.196,,
表格,0259,SNS,0.525,0.0,4319300,0.68,53.38,多头,0.516,0.528,,
表格,0321,SDCG,0.775,0.65,4286300,0.77,80.75,多头,0.762,0.748,,
表格,0133,SANICHI,0.1,11.11,4256800,10.4,75.57,多头,0.084,0.075,,
表格,7155,SKPRES,0.365,1.39,4230000,0.6,75.67,多头,0.329,0.315,,
表格,0167,MCLEAN,0.79,3.95,4195200,1.28,60.07,多头,0.75,0.74,,
表格,0459,SUM,0.725,0.69,4173800,0.61,71.11,多头,0.654,0.601,,
表格,0457,PENTECH,0.335,-1.47,4156700,0.37,54.93,多头,0.332,0.308,,
表格,6012,MAXIS,3.62,2.84,4154800,1.98,53.44,多头,3.581,3.602,,
表格,0338,KOPI,0.885,-1.12,3937400,1.34,26.58,空头,0.936,0.969,,
表格,0267,ECA,0.4,-4.76,3755100,1.13,51.57,多头,0.401,0.368,,
表格,5352,MTTSL,1.18,-2.48,3747700,0.45,50.27,多头,1.185,1.125,,
表格,0225,SCGBHD,2.67,0.0,3747600,0.6,59.48,多头,2.58,2.467,,
表格,5351,EMPIRE,0.85,-3.41,3695500,1.8,29.81,空头,0.906,0.965,,
表格,5259,AVANGAAD,0.295,0.0,3674400,2.66,46.56,空头,0.296,0.297,,
表格,5249,IOIPG,3.49,-0.29,3670500,1.01,35.86,空头,3.658,3.714,,
表格,5878,KPJ,2.69,1.51,3645700,0.32,46.68,多头,2.681,2.905,,
表格,8869,PMETAL,7.61,0.13,3546600,0.49,41.94,空头,7.765,7.876,,
表格,5306,FFB,1.98,1.02,3537100,1.21,40.81,多头,2.008,2.131,,
表格,0373,VERDANT,0.24,0.0,3529100,4.03,77.3,多头,0.211,0.206,,
表格,5005,UNISEM,4.71,1.51,3517900,1.46,64.07,多头,4.367,4.43,,
表格,4847,EPICON,0.2,5.26,3460000,3.41,52.08,多头,0.197,0.205,,
表格,0128,FRONTKN,4.99,-2.35,3414100,0.67,50.14,多头,4.978,5.03,,
表格,7081,PHARMA,1.08,-1.82,3392500,1.58,34.81,空头,1.131,1.157,,
表格,7153,KOSSAN,1.19,0.0,3234100,0.36,58.87,多头,1.152,1.09,,
表格,0278,EDELTEQ,0.345,4.55,3214400,1.87,53.58,多头,0.336,0.346,,
表格,0208,GREATEC,2.62,1.16,3201300,0.47,57.2,多头,2.566,2.524,,
表格,7247,SCGM,0.36,14.29,3168400,7.01,72.55,多头,0.319,0.311,,
表格,0352,WTEC,0.135,-3.57,3123200,22.75,56.44,多头,0.13,0.126,,
表格,5311,CEB,0.29,1.75,3113400,0.53,66.33,多头,0.268,0.268,,
表格,5176,SUNREIT,2.08,0.97,3088200,1.04,50.01,多头,2.071,2.116,,
表格,3182,GENTING,1.91,-0.52,3033500,0.7,37.07,空头,1.983,2.097,,
表格,7084,QL,3.96,1.28,2996300,1.9,53.73,多头,3.905,3.92,,
表格,5141,DAYANG,1.46,-0.68,2984700,1.15,43.28,空头,1.476,1.546,,
表格,0293,KJTS,1.05,5.0,2978100,1.93,54.97,空头,1.026,0.983,,
表格,0399,AMS,0.455,3.41,2976400,0.97,51.7,空头,0.45,0.456,,
表格,1651,MRCB,0.29,0.0,2849200,0.36,36.85,空头,0.301,0.313,,
表格,0233,PEKAT,2.38,4.85,2718600,1.77,80.37,多头,2.064,1.891,,
表格,0368,OXB,0.445,3.49,2640800,0.68,53.15,多头,0.438,0.427,,
表格,5323,JPG,1.88,0.0,2619100,0.45,42.28,空头,1.926,1.974,,
表格,5327,MEGAFB,2.58,-0.39,2596600,0.36,79.62,多头,2.373,2.053,,
表格,7225,PA,0.215,4.88,2581900,0.37,51.39,空头,0.213,0.21,,
表格,1961,IOICORP,4.77,-0.63,2431200,0.31,55.85,多头,4.738,4.573,,
表格,5288,SIMEPROP,1.27,-0.78,2422400,0.39,40.36,空头,1.297,1.328,,
表格,0292,JTGROUP,1.16,1.75,2386400,0.91,78.91,多头,0.985,0.854,,
表格,4383,JTIASA,0.97,0.0,2377200,0.49,38.02,空头,1.011,1.053,,
表格,5292,UWC,6.68,0.3,2357900,0.65,54.5,多头,6.527,6.458,,
表格,5326,99SMART,3.27,1.24,2315300,0.63,39.71,空头,3.335,3.516,,
表格,0388,SEMICO,0.615,0.0,2238900,0.7,69.46,多头,0.607,0.585,,
表格,9431,SJC,0.49,-1.01,2192400,4.18,48.67,多头,0.491,0.498,,
表格,7233,DUFU,2.96,1.02,2144900,0.7,63.99,多头,2.754,2.651,,
表格,0466,SRKKAI,0.54,1.89,2134100,1.26,53.28,多头,0.526,0.534,,
表格,0296,HEGROUP,1.06,0.0,2095900,0.47,83.63,多头,0.931,0.769,,
表格,0358,ICTZONE,0.265,-3.64,2059700,0.56,53.13,空头,0.262,0.247,,
表格,5106,AXREIT,1.8,0.0,2033400,1.63,46.29,空头,1.816,1.856,,
表格,0390,ISF,0.845,-1.74,2014800,0.65,65.62,多头,0.787,0.703,,
表格,0456,MMCS,0.355,-2.74,2010800,1.16,39.52,多头,0.366,0.396,,
表格,1015,AMBANK,6.67,0.45,2004900,0.4,38.69,空头,6.786,6.872,,
表格,0379,PMW,0.285,3.64,1970000,2.37,69.76,多头,0.26,0.243,,
表格,0455,BUSCAP,0.525,2.94,1926400,1.06,61.14,多头,0.483,0.383,,
表格,0370,XPB,0.215,0.0,1912400,0.52,64.44,多头,0.198,0.174,,
表格,1171,MBSB,0.54,0.0,1911400,0.48,25.29,空头,0.567,0.6,,
表格,4243,WTK,1.0,1.01,1894200,0.81,40.42,空头,1.067,1.004,,
表格,5031,TIMECOM,5.86,-0.17,1773200,1.06,47.08,多头,5.92,5.928,,
表格,7498,RALCO,0.98,-2.0,1769500,3.93,51.31,多头,0.979,0.974,,
表格,6947,CDB,2.62,0.0,1763700,0.57,34.81,空头,2.699,2.809,,
表格,5286,MI,6.11,2.0,1752800,0.57,60.03,空头,5.812,5.694,,
表格,0151,KGB,8.79,0.92,1707200,0.48,53.97,多头,8.668,8.506,,
表格,5335,HI,1.84,0.0,1687900,2.11,51.13,多头,1.823,1.888,,
表格,0375,THMY,1.95,3.17,1682100,0.76,59.28,多头,1.84,1.857,,
表格,5072,HIAPTEK,0.26,0.0,1617000,1.35,55.36,空头,0.256,0.259,,
表格,5225,IHH,8.0,0.0,1609000,0.4,51.03,多头,7.921,8.182,,
表格,0369,JSSOLAR,0.215,-6.52,1604500,3.04,59.01,多头,0.201,0.195,,
表格,7160,PENTA,5.4,-0.92,1589000,0.7,54.56,多头,5.294,5.258,,
表格,0245,MNHLDG,3.86,-1.53,1579600,0.41,63.3,多头,3.675,3.329,,
表格,7052,PADINI,1.03,0.98,1570300,0.57,31.15,空头,1.111,1.296,,
表格,7161,KERJAYA,3.41,-0.58,1565300,0.52,69.82,空头,3.228,2.814,,
表格,5227,IGBREIT,2.8,1.45,1539900,0.44,59.49,空头,2.763,2.747,,
表格,0336,WINSTAR,0.65,-0.76,1534000,1.01,54.39,空头,0.652,0.606,,
表格,5180,CLMT,0.585,-1.68,1520500,0.41,46.86,多头,0.589,0.587,,
表格,5309,ITMAX,4.38,0.69,1497700,0.81,46.75,空头,4.41,4.501,,
表格,4863,TM,7.9,0.64,1482400,0.34,53.72,空头,7.851,7.777,,
表格,0097,VITROX,9.9,-1.0,1481000,0.45,65.7,多头,9.413,8.922,,
表格,9679,WCT,0.37,0.0,1476100,0.32,39.92,空头,0.38,0.393,,
表格,0398,GDGROUP,0.38,0.0,1462400,1.69,53.1,空头,0.377,0.382,,
表格,7579,AWC,0.59,-0.84,1460100,1.07,72.89,多头,0.536,0.482,,
表格,6483,KENANGA,0.605,1.68,1453800,3.35,33.05,空头,0.623,0.669,,
表格,0032,REDTONE,0.4,0.0,1418200,0.95,79.06,多头,0.368,0.332,,
表格,5212,PAVREIT,1.57,-1.26,1416700,0.68,42.33,多头,1.594,1.657,,
表格,0450,MFGROUP,0.255,0.0,1404100,2.06,36.72,空头,0.262,0.268,,
表格,5209,GASMSIA,4.98,-0.6,1378800,1.7,47.39,多头,4.994,5.054,,
表格,9954,RGTBHD,0.405,2.53,1372000,2.21,71.43,多头,0.335,0.279,,
表格,0112,MIKROMB,0.645,-1.53,1369700,0.41,66.48,多头,0.628,0.583,,
表格,9792,SEG,0.63,-0.79,1321400,1.06,46.81,空头,0.633,0.628,,
表格,7212,DESTINI,0.225,4.65,1311300,6.31,35.46,空头,0.243,0.26,,
表格,0291,CHB,2.27,-0.87,1304500,0.94,61.6,多头,2.164,1.988,,
表格,0359,HKB,0.63,-0.79,1284000,0.99,53.57,多头,0.624,0.605,,
表格,0023,IFCAMSC,0.21,5.0,1267700,2.03,50.99,多头,0.207,0.216,,
表格,5271,PECCA,1.38,0.0,1257100,0.66,68.08,多头,1.344,1.321,,
表格,8524,TALIWRK,0.245,-3.92,1238300,0.36,41.8,多头,0.253,0.276,,
表格,0391,AMBEST,1.4,-1.41,1197100,0.38,62.03,空头,1.334,1.118,,
表格,0146,JFTECH,0.705,2.17,1185300,0.85,59.9,多头,0.668,0.67,,
表格,4715,GENM,1.51,-1.31,1182500,0.5,31.67,多头,1.578,1.694,,
表格,7200,TEKSENG,0.28,12.0,1170600,11.41,73.69,多头,0.246,0.236,,
表格,3816,MISC,7.95,0.0,1148800,0.59,51.09,多头,7.92,7.97,,
表格,0277,CLOUDPT,0.48,2.13,1147100,0.78,53.97,多头,0.469,0.466,,
表格,7095,PIE,1.85,-0.54,1123700,0.88,65.49,多头,1.703,1.599,,
表格,9059,TSH,1.41,0.0,1094900,0.48,52.28,空头,1.419,1.309,,
表格,9385,LAYHONG,0.245,0.0,1076500,1.86,49.66,多头,0.246,0.243,,
表格,0257,UNIQUE,0.405,-1.22,1075900,3.11,26.63,空头,0.417,0.43,,
表格,5401,TROP,1.17,-2.5,1070900,0.94,44.9,多头,1.189,1.205,,
表格,5142,WASCO,0.74,2.78,1062300,0.57,47.71,空头,0.754,0.717,,
表格,0120,VIS,0.405,2.53,1058500,0.67,50.99,空头,0.403,0.404,,
表格,0303,ALPHA,0.245,4.26,1051100,0.45,43.57,多头,0.249,0.261,,
表格,9075,THETA,0.64,1.59,1050000,1.05,47.21,空头,0.652,0.648,,
表格,0366,ICENTS,0.87,1.16,1048800,0.26,64.84,多头,0.809,0.718,,
表格,0246,CNERGEN,0.95,-1.55,1039400,0.57,63.16,多头,0.898,0.762,,
表格,0271,WELLS,0.63,0.0,1020000,1.06,48.02,空头,0.631,0.637,,
表格,0273,VLB,0.905,-1.63,987800,0.32,58.53,多头,0.878,0.791,,
表格,3417,E&O,0.79,1.28,963900,0.63,59.63,多头,0.769,0.76,,
表格,5162,VSTECS,1.61,-0.62,961300,0.64,43.24,空头,1.639,1.701,,
表格,0325,NE,1.14,3.64,953800,0.39,60.36,多头,1.073,1.057,,
表格,0240,CORAZA,1.11,0.91,913900,0.32,50.8,多头,1.104,1.119,,
表格,5263,SUNCON,7.59,1.88,910600,0.22,47.76,多头,7.653,7.794,,
表格,0376,IAB,1.26,0.0,907100,0.57,43.12,多头,1.29,1.364,,
表格,5337,ECOSHOP,1.48,-0.67,876400,0.08,53.49,多头,1.471,1.473,,
表格,3794,MCEMENT,5.65,2.54,872400,0.55,41.66,空头,5.759,6.124,,
表格,5280,KIPREIT,0.855,0.59,868800,1.14,56.15,多头,0.852,0.843,,
表格,5338,PARADIGM,0.825,0.0,864200,1.54,24.77,空头,0.845,0.881,,
表格,5121,HEKTAR,0.505,-1.94,848400,1.39,58.67,空头,0.498,0.471,,
表格,2852,CMSB,0.995,0.0,842300,0.37,47.42,多头,1.001,1.017,,
表格,1818,BURSA,8.14,0.49,811500,0.38,38.09,空头,8.369,8.452,,
表格,3255,HEIM,13.38,-3.18,777600,1.6,18.14,空头,14.53,16.317,,
表格,4731,SCIENTX,3.75,0.81,774500,0.76,51.54,多头,3.742,3.722,,
表格,5109,YTLREIT,0.99,-0.5,773900,1.41,35.92,空头,1.001,1.005,,
表格,7293,YINSON,2.06,-0.96,772800,0.19,53.03,多头,2.04,1.974,,
表格,7252,TEOSENG,0.81,0.62,772500,2.59,42.67,空头,0.818,0.848,,
表格,0392,KEEMING,2.57,1.58,756400,0.82,60.44,多头,2.449,2.245,,
表格,0249,LGMS,0.51,0.0,752000,1.68,59.29,多头,0.494,0.494,,
表格,8583,MAHSING,1.02,0.0,747100,0.14,35.05,空头,1.065,1.072,,
表格,5272,RANHILL,3.19,-1.24,744100,0.25,73.67,多头,2.813,2.443,,
表格,7100,UCHITEC,2.51,1.21,731300,3.03,28.24,多头,2.603,2.687,,
表格,7034,TGUAN,1.53,-4.38,725800,1.18,39.07,空头,1.606,1.553,,
表格,5302,ATECH,0.765,-0.65,721200,0.29,51.08,多头,0.763,0.753,,
表格,5916,MSC,1.75,0.57,714800,0.35,45.37,空头,1.769,1.868,,
表格,7163,PJBUMI,4.06,1.25,668700,1.04,73.24,多头,3.95,3.84,,
表格,3662,MFLOUR,0.61,-0.81,666900,0.26,36.76,空头,0.641,0.63,,
表格,5147,SAMCHEM,0.505,-1.94,660700,1.06,43.79,空头,0.518,0.51,,
表格,7035,CCK,0.88,-2.22,659200,1.14,23.61,空头,0.934,1.021,,
表格,5293,AME,1.3,0.0,641900,1.59,35.96,空头,1.324,1.349,,
表格,2089,UTDPLT,33.3,-0.72,641100,0.58,53.52,多头,33.081,33.194,,
表格,8206,ECOWLD,1.93,-1.03,630900,0.35,41.77,多头,1.964,2.032,,
表格,6971,KOBAY,2.36,-0.84,623500,0.61,54.52,多头,2.292,2.332,,
表格,3042,PETRONM,3.74,-4.1,619700,2.88,62.26,多头,3.546,3.486,,
表格,5308,SENFONG,0.7,1.45,608900,4.54,55.62,空头,0.695,0.681,,
表格,5248,BAUTO,0.935,0.54,605900,0.27,49.1,空头,0.934,0.957,,
表格,5123,SENTRAL,0.65,0.0,583200,0.77,34.37,空头,0.664,0.681,,
表格,0099,SCICOM,2.33,-0.85,566500,0.87,59.65,空头,2.269,2.126,,
表格,7198,DPS,0.515,-0.96,557100,1.45,42.07,空头,0.52,0.526,,
表格,0157,FOCUSP,0.505,-0.98,538800,1.84,44.01,空头,0.51,0.507,,
表格,6599,AEON,0.965,1.05,526200,0.52,32.26,空头,0.986,1.019,,
表格,6633,LHI,0.725,-0.68,524100,0.32,40.68,空头,0.742,0.755,,
